survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,fare_log,fare_boxcox
0,1,1,29.0,0,0,0.0,2,2,1,1,0,0,1,0.0,0.0
0,2,1,7.0,4,1,29.125,1,3,3,0,2,0,0,3.405355391810819,2.840299252028104
1,2,0,35.0,1,1,20.25,2,3,2,0,0,1,0,3.056356895370426,2.5956648013925827
0,2,1,65.0,0,0,7.75,1,3,1,1,2,0,1,2.169053700369523,1.9297175682817873
0,2,1,28.0,0,0,7.8542,2,3,1,1,0,0,1,2.180891922715322,1.93903704877462
0,2,1,16.0,0,0,9.5,2,3,1,1,0,0,1,2.3513752571634776,2.0719107020982
1,2,1,19.0,0,0,8.05,2,3,1,1,0,1,1,2.2027647577118348,1.9562242515698263
0,0,1,37.0,0,0,26.0,2,1,1,1,0,0,1,3.295836866004329,2.7645396242206477
0,2,1,33.0,0,0,8.6625,0,3,1,1,1,0,1,2.2682524139135403,2.0074365035447177
1,2,1,30.0,0,0,9.5,2,3,1,1,0,1,1,2.3513752571634776,2.0719107020982
0,2,1,22.0,0,0,7.8958,2,3,1,1,0,0,1,2.1855792552411137,1.9427237356264735
1,1,1,42.0,0,0,13.0,2,2,1,1,0,1,1,2.6390573296152584,2.2905552238882727
1,2,0,22.0,0,0,7.75,1,3,2,0,2,1,1,2.169053700369523,1.9297175682817873
1,0,0,26.0,0,0,78.85,2,1,2,0,0,1,1,4.380149874661021,3.475880055399015
1,0,0,19.0,1,0,91.0792,0,1,2,0,1,1,0,4.5226490762785785,3.5632135736097426
0,1,1,36.0,0,0,12.875,0,2,1,1,1,0,1,2.630088659632498,2.283842807203021
0,2,0,24.0,0,0,8.85,2,3,2,0,0,0,1,2.2874714551839976,2.022396177868413
0,2,1,24.0,0,0,7.8958,2,3,1,1,0,0,1,2.1855792552411137,1.9427237356264735
0,2,1,23.5,0,0,7.2292,0,3,1,1,1,0,1,2.1076888046179385,1.8812139205814788
0,0,0,2.0,1,2,151.55,2,1,3,0,0,0,0,5.027492411162679,3.8618310797717506
1,0,1,37.0,0,0,30.5,2,1,1,1,0,1,1,3.449987545831587,2.8709128334804723
1,0,0,50.0,0,1,247.5208,0,1,2,0,1,1,0,5.515526544247129,4.135163490657295
1,2,1,24.0,2,0,23.25,1,3,1,1,2,1,0,3.188416617383492,2.6893396488771106
0,2,1,19.0,0,0,0.0,2,3,1,1,0,0,1,0.0,0.0
1,1,0,29.0,0,0,12.35,1,2,2,0,2,1,1,2.5915163848462583,2.2548985838782407
1,0,1,0.92,1,2,151.55,2,1,3,0,0,1,0,5.027492411162679,3.8618310797717506
1,0,0,37.0,0,0,110.8833,0,1,2,0,1,1,1,4.717456363787216,3.6804118710867897
1,0,0,17.0,1,0,108.9,0,1,2,0,1,1,0,4.699570861409576,3.669756136861416
0,1,1,30.0,1,0,24.0,0,2,1,1,1,0,0,3.2188758248682006,2.710753065730635
1,0,0,30.0,0,0,56.9292,0,1,2,0,1,1,1,4.0592215752427645,3.2741069766870656
1,0,0,24.0,0,0,83.1583,0,1,2,0,1,1,1,4.432699549165613,3.508245612266387
1,0,0,18.0,2,2,262.375,0,1,2,0,1,1,0,5.5735788721243535,4.1667110925708615
0,1,0,26.0,1,1,26.0,2,2,2,0,0,0,0,3.295836866004329,2.7645396242206477
0,1,1,43.0,1,1,26.25,2,2,1,1,0,0,0,3.305053521109253,2.7709504887320797
1,2,0,26.0,0,0,7.8542,2,3,2,0,0,1,1,2.180891922715322,1.93903704877462
1,1,0,24.0,1,0,26.0,2,2,2,0,0,1,0,3.295836866004329,2.7645396242206477
0,1,1,54.0,0,0,14.0,2,2,1,1,0,0,1,2.70805020110221,2.341970723865248
1,0,0,31.0,0,2,164.8667,2,1,2,0,0,1,0,5.11118445372147,3.9097527413520745
1,0,0,40.0,1,1,134.5,0,1,2,0,1,1,0,4.908971640319756,3.7932074961030726
0,2,1,27.0,0,0,7.8958,2,3,1,1,0,0,1,2.1855792552411137,1.9427237356264735
1,1,0,30.0,0,0,12.35,1,2,2,0,2,1,1,2.5915163848462583,2.2548985838782407
1,1,0,22.0,1,1,29.0,2,2,2,0,0,1,0,3.4011973816621555,2.837439576768067
1,0,0,36.0,0,0,135.6333,0,1,2,0,1,1,1,4.91730069488021,3.798059301919674
0,2,1,61.0,0,0,6.2375,2,3,1,1,0,0,1,1.9792758428991135,1.7786490269476452
1,1,0,36.0,0,0,13.0,2,2,2,0,0,1,1,2.6390573296152584,2.2905552238882727
1,2,0,31.0,1,1,20.525,2,3,2,0,0,1,0,3.0692150503137943,2.6048454743946965
1,0,0,16.0,0,1,57.9792,0,1,2,0,1,1,0,4.077184839375167,3.2855899419710974
1,2,0,24.0,2,0,23.25,1,3,2,0,2,1,0,3.188416617383492,2.6893396488771106
0,0,1,45.5,0,0,28.5,2,1,1,1,0,0,1,3.3843902633457743,2.825867129162543
0,0,1,38.0,0,1,153.4625,2,1,1,1,0,0,0,5.039951348430309,3.8689929845677504
0,2,1,16.0,2,0,18.0,2,3,1,1,0,0,0,2.9444389791664403,2.515205110870153
1,0,0,37.0,1,0,133.65,2,1,2,0,0,1,0,4.902678819257608,3.7895388796348666
0,0,1,29.0,1,0,66.6,2,1,1,1,0,0,0,4.213607983048918,3.3720615354798955
1,0,0,41.0,0,0,134.5,0,1,2,0,1,1,1,4.908971640319756,3.7932074961030726
1,2,1,45.0,0,0,8.05,2,3,1,1,0,1,1,2.2027647577118348,1.9562242515698263
0,0,1,45.0,0,0,35.5,2,1,1,1,0,0,1,3.597312260588446,2.9709039661441774
1,1,1,2.0,1,1,26.0,2,2,3,0,0,1,0,3.295836866004329,2.7645396242206477
1,0,0,24.0,3,2,263.0,2,1,2,0,0,1,0,5.575949103146316,4.167994881161111
0,1,1,28.0,0,0,13.0,2,2,1,1,0,0,1,2.6390573296152584,2.2905552238882727
0,1,1,36.0,0,0,13.0,2,2,1,1,0,0,1,2.6390573296152584,2.2905552238882727
1,1,0,24.0,0,0,13.0,2,2,2,0,0,1,1,2.6390573296152584,2.2905552238882727
1,1,0,40.0,0,0,13.0,2,2,2,0,0,1,1,2.6390573296152584,2.2905552238882727
1,2,0,24.0,1,0,16.1,2,3,2,0,0,1,0,2.8390784635086144,2.438549167642342
1,2,1,3.0,1,1,15.9,2,3,3,0,0,1,0,2.8273136219290276,2.4299342908752446
0,2,1,42.0,0,0,8.6625,2,3,1,1,0,0,1,2.2682524139135403,2.0074365035447177
0,2,1,23.0,0,0,9.225,2,3,1,1,0,0,1,2.3248357019288655,2.0513893297835324
0,0,1,37.0,0,0,35.0,2,1,1,1,0,0,1,3.58351893845611,2.961610862896694
0,2,1,15.0,1,1,7.2292,0,3,3,0,1,0,0,2.1076888046179385,1.8812139205814788
0,2,1,25.0,1,0,17.8,2,3,1,1,0,0,0,2.9338568698359038,2.5075460754180603
1,0,0,22.0,0,1,55.0,2,1,2,0,0,1,0,4.02535169073515,3.2523939341209185
0,1,0,38.0,0,0,13.0,2,2,2,0,0,0,1,2.6390573296152584,2.2905552238882727
0,2,1,40.0,1,4,27.9,2,3,1,1,0,0,0,3.3638415951183864,2.8116893604126076
0,1,1,29.0,1,0,27.7208,0,2,1,1,1,0,0,3.357621598945279,2.8073914873062176
0,2,0,45.0,0,1,14.4542,0,3,2,0,1,0,0,2.737880811060884,2.36408082925627
0,2,1,35.0,0,0,7.05,2,3,1,1,0,0,1,2.0856720914304723,1.8637316568815194
0,2,1,30.0,0,0,7.25,2,3,1,1,0,0,1,2.1102132003465894,1.883215700692515
1,0,0,60.0,1,0,75.25,0,1,2,0,1,1,0,4.334017415487521,3.4473122774723985
1,2,0,24.0,0,0,7.2292,0,3,2,0,1,1,1,2.1076888046179385,1.8812139205814788
1,0,0,24.0,0,0,69.3,0,1,2,0,1,1,1,4.252771798816619,3.3966466888369915
1,0,1,25.0,1,0,55.4417,0,1,1,1,1,1,0,4.0332082470129285,3.2574377620574673
0,2,1,18.0,1,0,6.4958,2,3,1,1,0,0,0,2.0143428636837015,1.8068013923774138
0,2,1,19.0,0,0,8.05,2,3,1,1,0,0,1,2.2027647577118348,1.9562242515698263
0,0,1,22.0,0,0,135.6333,0,1,1,1,1,0,1,4.91730069488021,3.798059301919674
0,2,0,3.0,3,1,21.075,2,3,3,0,0,0,0,3.0944457464900235,2.6228224024692564
1,0,0,37.0,1,0,82.1708,0,1,2,0,1,1,0,4.420896324687287,3.5009922402714824
1,2,0,22.0,0,0,7.25,2,3,2,0,0,1,1,2.1102132003465894,1.883215700692515
0,0,1,27.0,0,2,211.5,0,1,1,1,1,0,0,5.358941988364472,4.049058823950961
0,2,1,20.0,0,0,4.0125,0,3,1,1,1,0,1,1.6119347926326877,1.477122215023071
0,2,1,19.0,0,0,7.775,2,3,1,1,0,0,1,2.1719067693519296,1.9319647182517203
1,0,0,42.0,0,0,227.525,0,1,2,0,1,1,1,5.4316456135398825,4.089222462227203
1,2,0,1.0,0,2,15.7417,0,3,3,0,1,1,0,2.817902613071225,2.423034992543191
0,2,1,32.0,0,0,7.925,2,3,1,1,0,0,1,2.188856327665703,1.9453000941564331
1,0,0,35.0,1,0,52.0,2,1,2,0,0,1,0,3.970291913552122,3.21692355414975
0,1,1,18.0,0,0,73.5,2,2,1,1,0,0,1,4.310799125385514,3.4328792936384778
0,2,1,1.0,5,2,46.9,2,3,3,0,0,0,0,3.8691155044168695,3.151181419547756
1,1,0,36.0,0,0,13.0,2,2,2,0,0,1,1,2.6390573296152584,2.2905552238882727
0,2,1,24.0,0,0,7.7292,1,3,1,1,2,0,1,2.1666737276227077,1.9278425014344516
1,1,0,17.0,0,0,12.0,0,2,2,0,1,1,1,2.5649493574615367,2.234891433403502
1,0,1,36.0,1,2,120.0,2,1,1,1,0,1,0,4.795790545596741,3.7268352443671295
1,2,1,21.0,0,0,7.7958,2,3,1,1,0,1,1,2.174274334826008,1.9338289379472668
0,2,1,28.0,2,0,7.925,2,3,1,1,0,0,0,2.188856327665703,1.9453000941564331
1,0,0,23.0,1,0,113.275,0,1,2,0,1,1,0,4.738607824217808,3.6929863575675443
1,2,0,24.0,0,2,16.7,2,3,2,0,0,1,0,2.8735646395797834,2.463737742145464
0,2,1,22.0,0,0,7.7958,2,3,1,1,0,0,1,2.174274334826008,1.9338289379472668
0,2,0,31.0,0,0,7.8542,2,3,2,0,0,0,1,2.180891922715322,1.93903704877462
0,1,1,46.0,0,0,26.0,2,2,1,1,0,0,1,3.295836866004329,2.7645396242206477
0,1,1,23.0,0,0,10.5,2,2,1,1,0,0,1,2.4423470353692043,2.1418006055672634
1,1,0,28.0,0,0,12.65,2,2,2,0,0,1,1,2.613739521630969,2.271589580749345
1,2,1,39.0,0,0,7.925,2,3,1,1,0,1,1,2.188856327665703,1.9453000941564331
0,2,1,26.0,0,0,8.05,2,3,1,1,0,0,1,2.2027647577118348,1.9562242515698263
0,2,0,21.0,1,0,9.825,2,3,2,0,0,0,0,2.3818582738885534,2.095407507298567
0,2,1,28.0,1,0,15.85,2,3,1,1,0,0,0,2.8243506567983707,2.427762883745839
0,2,0,20.0,0,0,8.6625,2,3,2,0,0,0,1,2.2682524139135403,2.0074365035447177
0,1,1,34.0,1,0,21.0,2,2,1,1,0,0,0,3.091042453358316,2.6204004582415186
0,2,1,51.0,0,0,7.75,2,3,1,1,0,0,1,2.169053700369523,1.9297175682817873
1,1,1,3.0,1,1,18.75,2,2,3,0,0,1,0,2.9831534913471307,2.543149751047009
0,2,1,21.0,0,0,7.775,2,3,1,1,0,0,1,2.1719067693519296,1.9319647182517203
0,2,1,24.0,0,0,6.8583,1,3,1,1,2,0,1,2.061570298060867,1.8445451433713353
1,0,0,33.0,1,0,90.0,1,1,2,0,2,1,0,4.51085950651685,3.556039923736847
1,2,1,44.0,0,0,7.925,2,3,1,1,0,1,1,2.188856327665703,1.9453000941564331
0,2,0,24.0,0,0,8.05,2,3,2,0,0,0,1,2.2027647577118348,1.9562242515698263
1,1,0,34.0,1,1,32.5,2,2,2,0,0,1,0,3.5115454388310208,2.9128901017075406
1,1,0,18.0,0,2,13.0,2,2,2,0,0,1,0,2.6390573296152584,2.2905552238882727
0,2,0,10.0,0,2,24.15,2,3,3,0,0,0,0,3.224857896545748,2.714950157062132
0,2,1,21.0,0,0,7.7333,1,3,1,1,2,0,1,2.167143305297764,1.9282124981249846
0,2,1,29.0,0,0,7.875,2,3,1,1,0,0,1,2.1832383353614797,1.940882789878909
0,2,0,28.0,1,1,14.4,2,3,2,0,0,0,0,2.7343675094195836,2.361480577738173
0,2,1,18.0,1,1,20.2125,2,3,1,1,0,0,0,3.0545906305603445,2.5944026805546554
1,1,0,28.0,1,0,26.0,2,2,2,0,0,1,0,3.295836866004329,2.7645396242206477
1,1,0,19.0,0,0,26.0,2,2,2,0,0,1,1,3.295836866004329,2.7645396242206477
1,2,1,32.0,0,0,8.05,2,3,1,1,0,1,1,2.2027647577118348,1.9562242515698263
1,0,1,28.0,0,0,26.55,2,1,1,1,0,1,1,3.3160025355989236,2.778557895881126
1,1,0,42.0,1,0,26.0,2,2,2,0,0,1,0,3.295836866004329,2.7645396242206477
0,2,1,17.0,0,0,7.125,2,3,1,1,0,0,1,2.094945728215801,1.8711005037997726
0,0,1,50.0,1,0,55.9,2,1,1,1,0,0,0,4.041295341132285,3.2626250425773367
1,0,0,14.0,1,2,120.0,2,1,3,0,0,1,0,4.795790545596741,3.7268352443671295
0,2,0,21.0,2,2,34.375,2,3,2,0,0,0,0,3.5660053559634015,2.9497909400864017
1,1,0,24.0,2,3,18.75,2,2,2,0,0,1,0,2.9831534913471307,2.543149751047009
0,0,1,64.0,1,4,263.0,2,1,1,1,0,0,0,5.575949103146316,4.167994881161111
0,1,1,31.0,0,0,10.5,2,2,1,1,0,0,1,2.4423470353692043,2.1418006055672634
1,1,0,45.0,1,1,26.25,2,2,2,0,0,1,0,3.305053521109253,2.7709504887320797
0,2,1,20.0,0,0,9.5,2,3,1,1,0,0,1,2.3513752571634776,2.0719107020982
0,2,1,25.0,1,0,7.775,2,3,1,1,0,0,0,2.1719067693519296,1.9319647182517203
1,1,0,28.0,0,0,13.0,2,2,2,0,0,1,1,2.6390573296152584,2.2905552238882727
1,2,1,24.0,0,0,8.1125,2,3,1,1,0,1,1,2.2096470973347766,1.9616236992442413
1,0,1,4.0,0,2,81.8583,2,1,3,0,0,1,0,4.417131919904876,3.498676939623579
1,1,0,13.0,0,1,19.5,2,2,3,0,0,1,0,3.0204248861443626,2.569940539317954
1,0,1,34.0,0,0,26.55,2,1,1,1,0,1,1,3.3160025355989236,2.778557895881126
1,2,0,5.0,2,1,19.2583,0,3,3,0,1,1,0,3.0085645861193133,2.5614272317108684
1,0,1,52.0,0,0,30.5,2,1,1,1,0,1,1,3.449987545831587,2.8709128334804723
0,1,1,36.0,1,2,27.75,2,2,1,1,0,0,0,3.3586377672433594,2.8080938369947166
0,2,1,24.0,1,0,19.9667,2,3,1,1,0,0,0,3.0429354648621407,2.5860680920721917
0,0,1,30.0,0,0,27.75,0,1,1,1,1,0,1,3.3586377672433594,2.8080938369947166
1,0,1,49.0,1,0,89.1042,0,1,1,1,1,1,0,4.500966778400217,3.550013271279044
1,2,1,29.0,0,0,7.8958,0,3,1,1,1,1,1,2.1855792552411137,1.9427237356264735
0,0,1,65.0,0,0,26.55,2,1,1,1,0,0,1,3.3160025355989236,2.778557895881126
1,0,0,37.0,1,0,51.8625,2,1,2,0,0,1,0,3.967694202798607,3.21524475545759
1,1,0,50.0,0,0,10.5,2,2,2,0,0,1,1,2.4423470353692043,2.1418006055672634
1,0,1,48.0,0,0,26.55,2,1,1,1,0,1,1,3.3160025355989236,2.778557895881126
0,2,1,34.0,0,0,8.05,2,3,1,1,0,0,1,2.2027647577118348,1.9562242515698263
0,0,1,47.0,0,0,38.5,2,1,1,1,0,0,1,3.676300671907076,3.023850870376735
0,1,1,48.0,0,0,13.0,2,2,1,1,0,0,1,2.6390573296152584,2.2905552238882727
0,2,1,38.0,0,0,7.05,2,3,1,1,0,0,1,2.0856720914304723,1.8637316568815194
0,0,1,56.0,0,0,26.55,2,1,1,1,0,0,1,3.3160025355989236,2.778557895881126
0,2,1,24.0,0,0,7.725,1,3,1,1,2,0,1,2.1661924680884908,1.9274632803685339
1,2,0,0.75,2,1,19.2583,0,3,3,0,1,1,0,3.0085645861193133,2.5614272317108684
0,2,1,38.0,0,0,8.6625,2,3,1,1,0,0,1,2.2682524139135403,2.0074365035447177
1,1,0,33.0,1,2,27.75,2,2,2,0,0,1,0,3.3586377672433594,2.8080938369947166
1,1,0,23.0,0,0,13.7917,0,2,2,0,1,1,1,2.694066212646058,2.331580950866961
0,2,0,22.0,0,0,9.8375,2,3,2,0,0,0,1,2.3830123421066602,2.0962955350228314
0,0,1,37.0,0,0,52.0,2,1,1,1,0,0,1,3.970291913552122,3.21692355414975
0,2,1,29.0,1,0,7.0458,2,3,1,1,0,0,0,2.0851502161468174,1.8633167504947554
0,2,1,22.0,0,0,7.5208,2,3,1,1,0,0,1,2.142510233146819,1.9087774225012086
1,2,0,2.0,0,1,12.2875,2,3,3,0,0,1,0,2.586823743668066,2.2513688901669098
0,2,1,9.0,5,2,46.9,2,3,3,0,0,0,0,3.8691155044168695,3.151181419547756
0,2,1,50.0,0,0,8.05,2,3,1,1,0,0,1,2.2027647577118348,1.9562242515698263
1,2,0,63.0,0,0,9.5875,2,3,2,0,0,1,1,2.3596740599781727,2.0783153606396048
1,0,1,25.0,1,0,91.0792,0,1,1,1,1,1,0,4.5226490762785785,3.5632135736097426
1,0,0,35.0,1,0,90.0,2,1,2,0,0,1,0,4.51085950651685,3.556039923736847
0,0,1,58.0,0,0,29.7,0,1,1,1,1,0,1,3.4242626545931514,2.8532862571895845
1,2,1,9.0,1,1,15.9,2,3,3,0,0,1,0,2.8273136219290276,2.4299342908752446
0,2,1,21.0,0,0,7.25,2,3,1,1,0,0,1,2.1102132003465894,1.883215700692515
0,0,1,55.0,0,0,30.5,2,1,1,1,0,0,1,3.449987545831587,2.8709128334804723
0,0,1,71.0,0,0,49.5042,0,1,1,1,1,0,1,3.922056501139853,3.18567252295464
0,2,1,24.0,0,0,14.4583,0,3,1,1,1,0,1,2.738146075922933,2.3642771152879596
1,0,0,54.0,1,0,78.2667,0,1,2,0,1,1,0,4.37281811610993,3.471349506387109
0,2,1,24.0,0,0,15.1,2,3,1,1,0,0,1,2.7788192719904172,2.3943060932260876
0,0,0,25.0,1,2,151.55,2,1,2,0,0,0,0,5.027492411162679,3.8618310797717506
0,2,1,24.0,0,0,7.7958,2,3,1,1,0,0,1,2.174274334826008,1.9338289379472668
0,2,0,21.0,0,0,7.75,1,3,2,0,2,0,1,2.169053700369523,1.9297175682817873
0,2,0,24.0,0,0,7.6292,1,3,2,0,2,0,1,2.155151800914312,1.9187579823276877
0,2,0,37.0,0,0,9.5875,2,3,2,0,0,0,1,2.3596740599781727,2.0783153606396048
1,0,0,16.0,0,0,86.5,2,1,2,0,0,1,1,4.471638793363569,3.532108069443433
0,0,1,18.0,1,0,108.9,0,1,1,1,1,0,0,4.699570861409576,3.669756136861416
1,1,0,33.0,0,2,26.0,2,2,2,0,0,1,0,3.295836866004329,2.7645396242206477
1,0,1,37.0,0,0,26.55,2,1,1,1,0,1,1,3.3160025355989236,2.778557895881126
0,2,1,28.0,0,0,22.525,2,3,1,1,0,0,1,3.1580636854714434,2.667929461624061
1,2,1,26.0,0,0,56.4958,2,3,1,1,0,1,1,4.05171190165724,3.2692997101951935
1,2,1,29.0,0,0,7.75,1,3,1,1,2,1,1,2.169053700369523,1.9297175682817873
1,0,1,36.0,0,0,26.2875,2,1,1,1,0,1,1,3.3064287218760624,2.7719064853864426
1,0,0,54.0,1,0,59.4,0,1,2,0,1,1,0,4.100989104940769,3.300771839421419
0,2,1,24.0,0,0,7.4958,2,3,1,1,0,0,1,2.139571923732859,1.9064556291084376
0,0,1,47.0,0,0,34.0208,2,1,1,1,0,0,1,3.5559421706858756,2.942988985626819
1,1,0,34.0,0,0,10.5,2,2,2,0,0,1,1,2.4423470353692043,2.1418006055672634
0,2,1,24.0,0,0,24.15,1,3,1,1,2,0,1,3.224857896545748,2.714950157062132
1,1,0,36.0,1,0,26.0,2,2,2,0,0,1,0,3.295836866004329,2.7645396242206477
0,2,1,32.0,0,0,7.8958,2,3,1,1,0,0,1,2.1855792552411137,1.9427237356264735
1,0,0,30.0,0,0,93.5,2,1,2,0,0,1,1,4.548599834499697,3.578971206982373
1,0,0,44.0,0,1,57.9792,0,1,2,0,1,1,0,4.077184839375167,3.2855899419710974
0,2,1,24.0,0,0,7.2292,0,3,1,1,1,0,1,2.1076888046179385,1.8812139205814788
0,2,1,40.5,0,0,7.75,1,3,1,1,2,0,1,2.169053700369523,1.9297175682817873
0,0,1,37.0,0,0,221.7792,2,1,1,1,0,0,1,5.406181146423973,4.075191666883744
0,2,1,39.0,0,0,7.925,2,3,1,1,0,0,1,2.188856327665703,1.9453000941564331
0,1,1,23.0,2,1,11.5,2,2,1,1,0,0,0,2.5257286443082556,2.20524795050654
1,1,0,2.0,1,1,26.0,2,2,3,0,0,1,0,3.295836866004329,2.7645396242206477
0,2,1,17.0,1,1,7.2292,0,3,1,1,1,0,0,2.1076888046179385,1.8812139205814788
1,2,0,24.0,0,2,22.3583,0,3,2,0,1,1,0,3.1509523813392697,2.662902984828209
0,2,0,30.0,0,0,8.6625,2,3,2,0,0,0,1,2.2682524139135403,2.0074365035447177
1,1,0,7.0,0,2,26.25,2,2,3,0,0,1,0,3.305053521109253,2.7709504887320797
0,0,1,45.0,0,0,26.55,2,1,1,1,0,0,1,3.3160025355989236,2.778557895881126
1,0,0,30.0,0,0,106.425,0,1,2,0,1,1,1,4.676792929661059,3.656155232727553
0,2,1,24.0,0,0,14.5,2,3,1,1,0,0,1,2.740840023925201,2.3662702112144007
1,0,0,22.0,0,2,49.5,0,1,2,0,1,1,0,3.9219733362813143,3.185618498331136
1,0,0,36.0,0,2,71.0,2,1,2,0,0,1,0,4.276666119016055,3.411594455170718
0,2,0,9.0,4,2,31.275,2,3,3,0,0,0,0,3.4742929367327062,2.8875210149241997
0,2,0,11.0,4,2,31.275,2,3,3,0,0,0,0,3.4742929367327062,2.8875210149241997
1,1,1,32.0,1,0,26.0,2,2,1,1,0,1,0,3.295836866004329,2.7645396242206477
0,0,1,50.0,1,0,106.425,0,1,1,1,1,0,0,4.676792929661059,3.656155232727553
0,0,1,64.0,0,0,26.0,2,1,1,1,0,0,1,3.295836866004329,2.7645396242206477
1,1,0,19.0,1,0,26.0,2,2,2,0,0,1,0,3.295836866004329,2.7645396242206477
1,1,1,29.0,0,0,13.8625,0,2,1,1,1,1,1,2.6988412620169004,2.3351304966192084
0,2,1,33.0,1,1,20.525,2,3,1,1,0,0,0,3.0692150503137943,2.6048454743946965
1,1,1,8.0,1,1,36.75,2,2,3,0,0,1,0,3.6309854756950335,2.9935317997202637
1,0,1,17.0,0,2,110.8833,0,1,1,1,1,1,0,4.717456363787216,3.6804118710867897
0,1,1,27.0,0,0,26.0,2,2,1,1,0,0,1,3.295836866004329,2.7645396242206477
0,2,1,24.0,0,0,7.8292,1,3,1,1,2,0,1,2.17806441028492,1.9368122307639888
1,2,1,22.0,0,0,7.225,0,3,1,1,1,1,1,2.1071782966514356,1.880809033479897
1,2,0,22.0,0,0,7.775,2,3,2,0,0,1,1,2.1719067693519296,1.9319647182517203
0,0,1,62.0,0,0,26.55,2,1,1,1,0,0,1,3.3160025355989236,2.778557895881126
1,0,0,48.0,1,0,39.6,0,1,2,0,1,1,0,3.703768066607687,3.0421550746063946
0,0,1,37.0,0,0,227.525,0,1,1,1,1,0,1,5.4316456135398825,4.089222462227203
1,0,0,39.0,1,1,79.65,2,1,2,0,0,1,0,4.390118804571218,3.482034346272427
1,2,0,36.0,1,0,17.4,2,3,2,0,0,1,0,2.91235066461494,2.4919529884667906
0,2,1,40.0,0,0,7.8958,2,3,1,1,0,0,1,2.1855792552411137,1.9427237356264735
0,1,1,28.0,0,0,13.5,2,2,1,1,0,0,1,2.6741486494265287,2.3167550544759803
0,2,1,24.0,2,0,24.15,2,3,1,1,0,0,0,3.224857896545748,2.714950157062132
0,2,1,19.0,0,0,7.8958,2,3,1,1,0,0,1,2.1855792552411137,1.9427237356264735
0,2,0,29.0,0,4,21.075,2,3,2,0,0,0,0,3.0944457464900235,2.6228224024692564
1,2,1,32.0,0,0,7.8542,2,3,1,1,0,1,1,2.180891922715322,1.93903704877462
1,1,1,62.0,0,0,10.5,2,2,1,1,0,1,1,2.4423470353692043,2.1418006055672634
1,0,0,53.0,2,0,51.4792,2,1,2,0,0,1,0,3.960416900617205,3.2105391652276625
1,0,1,36.0,0,0,26.3875,2,1,1,1,0,1,1,3.3100867049215847,2.774448697266571
0,2,1,16.0,0,0,8.05,2,3,1,1,0,0,1,2.2027647577118348,1.9562242515698263
0,2,1,19.0,0,0,14.5,2,3,1,1,0,0,1,2.740840023925201,2.3662702112144007
1,1,0,34.0,0,0,13.0,2,2,2,0,0,1,1,2.6390573296152584,2.2905552238882727
1,0,0,39.0,1,0,55.9,2,1,2,0,0,1,0,4.041295341132285,3.2626250425773367
0,2,0,24.0,1,0,14.4583,0,3,2,0,1,0,0,2.738146075922933,2.3642771152879596
1,2,1,32.0,0,0,7.925,2,3,1,1,0,1,1,2.188856327665703,1.9453000941564331
1,1,0,25.0,1,1,30.0,2,2,2,0,0,1,0,3.4339872044851463,2.8599553376514835
1,0,0,39.0,1,1,110.8833,0,1,2,0,1,1,0,4.717456363787216,3.6804118710867897
0,1,1,54.0,0,0,26.0,2,2,1,1,0,0,1,3.295836866004329,2.7645396242206477
